local_path,ISO,aperture,focal,model,date,moon,galaxy
/Users/damoncrockett/Desktop/astrophotography_data/images/193777284_2f9ebdbffa.jpg,200,3.3,24.6,DMC-FZ7,2006-07-19,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/197154427_a1e01c2c07.jpg,missing,missing,missing,missing,2006-07-21,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/203067429_ca4555a9e5.jpg,missing,missing,missing,missing,2006-07-23,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/202716928_80e4d48cfa.jpg,missing,3.5,18.0,NIKON+D70s,2006-07-29,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/203150992_426d4e29a1.jpg,missing,missing,missing,missing,2006-07-31,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/216092741_fd26a1e4cf.jpg,missing,missing,missing,missing,2006-08-01,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/212268349_8b28fb4e9c.jpg,400,5.6,300.0,Canon+EOS+DIGITAL+REBEL,2006-08-09,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/363871021_e682b0cef0.jpg,50,2.8,8.0,DiMAGE+G500,2006-08-12,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/217080308_f8383f124a.jpg,100,3.5,28.0,Canon+EOS+DIGITAL+REBEL+XT,2006-08-12,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/215110035_944c78ac6a.jpg,missing,7.1,70.0,NIKON+D70s,2006-08-13,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/215116151_00e5e12890.jpg,missing,3.5,18.0,NIKON+D70s,2006-08-13,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/233997267_5637ec69db.jpg,800,2.8,24.0,Canon+EOS+20D,2006-08-15,nope,galaxy
/Users/damoncrockett/Desktop/astrophotography_data/images/3493859204_096d4729cf.jpg,800,missing,21.0,Canon+EOS+300D+DIGITAL,2006-08-26,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/264465484_39602f62c3.jpg,100,4,21.2,E995,2006-09-17,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/264464590_df6af9cc8a.jpg,100,5.1,74.4,E995,2006-09-17,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/264461587_9e8c3c44c1.jpg,100,5.1,31.0,E995,2006-09-17,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/264460836_1bfa1bb109.jpg,100,4.1,21.5,E995,2006-09-17,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/253348240_bd3fc49fd2.jpg,missing,missing,missing,missing,2006-09-26,nope,nope
